,english,japanese,good,view,url,count,sentence
977,subtitles,字幕,62,34305.0,https://eikaiwa.dmm.com/uknow/questions/39501/,16,False
8058,smoothie,スムージー,7,6113.0,https://eikaiwa.dmm.com/uknow/questions/36877/,16,False
29396,nosebleed,鼻血,0,808.0,https://eikaiwa.dmm.com/uknow/questions/61728/,15,False
8654,patriotism,愛国心,11,5627.0,https://eikaiwa.dmm.com/uknow/questions/8634/,15,False
18863,font,フォント,5,1888.0,https://eikaiwa.dmm.com/uknow/questions/51425/,15,False
26189,anus,肛門,2,1036.0,https://eikaiwa.dmm.com/uknow/questions/61156/,15,False
8796,rakugo,落語,16,5521.0,https://eikaiwa.dmm.com/uknow/questions/43213/,15,False
27640,headband,はちまき,2,926.0,https://eikaiwa.dmm.com/uknow/questions/47916/,15,False
20480,landslide,土砂災害,6,1637.0,https://eikaiwa.dmm.com/uknow/questions/47424/,15,False
23517,anthology,作品集,2,1280.0,https://eikaiwa.dmm.com/uknow/questions/50929/,15,False
19143,cannibal,共食い,3,1837.0,https://eikaiwa.dmm.com/uknow/questions/38853/,15,False
8406,circulate,回覧,9,5826.0,https://eikaiwa.dmm.com/uknow/questions/38084/,15,False
10211,busier,きのうより忙しい,30,4599.0,https://eikaiwa.dmm.com/uknow/questions/17927/,15,False
9802,pea,グリーンピース,4,4839.0,https://eikaiwa.dmm.com/uknow/questions/40872/,15,False
33055,binoculars,双眼鏡,0,604.0,https://eikaiwa.dmm.com/uknow/questions/61423/,15,False
945,halfbaked,中途半端,72,34966.0,https://eikaiwa.dmm.com/uknow/questions/5433/,15,False
10955,cyclist,自転車に乗る人,8,4208.0,https://eikaiwa.dmm.com/uknow/questions/38618/,15,False
4253,grasshopper,バッタ,31,11655.0,https://eikaiwa.dmm.com/uknow/questions/36999/,15,False
8419,shellfish,甲殻類,9,5817.0,https://eikaiwa.dmm.com/uknow/questions/40462/,15,False
8529,carton,紙パック,11,5727.0,https://eikaiwa.dmm.com/uknow/questions/29843/,15,False
27697,meteorite,隕石,4,922.0,https://eikaiwa.dmm.com/uknow/questions/62515/,15,False
19688,relics,遺品,4,1750.0,https://eikaiwa.dmm.com/uknow/questions/25132/,15,False
31202,wallaby,ワラビー,0,704.0,https://eikaiwa.dmm.com/uknow/questions/44117/,15,False
22531,chuckle,含み笑い,3,1385.0,https://eikaiwa.dmm.com/uknow/questions/21541/,15,False
27344,cleanliness,清潔,2,947.0,https://eikaiwa.dmm.com/uknow/questions/60689/,15,False
4405,sunflower,ひまわり,27,11275.0,https://eikaiwa.dmm.com/uknow/questions/33168/,15,False
7091,headsup,注意喚起,8,7018.0,https://eikaiwa.dmm.com/uknow/questions/39162/,15,False
9415,salted,塩味,9,5095.0,https://eikaiwa.dmm.com/uknow/questions/11305/,15,False
4515,dryer,乾燥機,33,11005.0,https://eikaiwa.dmm.com/uknow/questions/38206/,15,False
16715,goodfornothing,ろくでなし,9,2298.0,https://eikaiwa.dmm.com/uknow/questions/33523/,15,False
21076,trolley,台車,1,1557.0,https://eikaiwa.dmm.com/uknow/questions/57377/,14,False
12417,yearbook,卒業アルバム,5,3570.0,https://eikaiwa.dmm.com/uknow/questions/40869/,14,False
23399,podium,壇上,2,1293.0,https://eikaiwa.dmm.com/uknow/questions/7371/,14,False
2190,yuzu,柚子,13,19764.0,https://eikaiwa.dmm.com/uknow/questions/39118/,14,False
2462,seasoning,調味料,53,18205.0,https://eikaiwa.dmm.com/uknow/questions/38733/,14,False
34924,bonfire,焚き火,0,514.0,https://eikaiwa.dmm.com/uknow/questions/64050/,14,False
17671,perm,パーマ,6,2092.0,https://eikaiwa.dmm.com/uknow/questions/44247/,14,False
15382,acorn,どんぐり,8,2626.0,https://eikaiwa.dmm.com/uknow/questions/52269/,14,False
19142,grin,口角を上げる,3,1837.0,https://eikaiwa.dmm.com/uknow/questions/38782/,14,False
4925,checkin,預ける,20,10199.0,https://eikaiwa.dmm.com/uknow/questions/38772/,14,False
4911,plural,複数,13,10225.0,https://eikaiwa.dmm.com/uknow/questions/34015/,14,False
26879,kerosene,灯油,3,983.0,https://eikaiwa.dmm.com/uknow/questions/59594/,14,False
35754,superiority,優位性,1,474.0,https://eikaiwa.dmm.com/uknow/questions/62340/,14,False
9033,virgo,おとめ座,16,5354.0,https://eikaiwa.dmm.com/uknow/questions/38222/,14,False
11207,ashtray,灰皿,9,4095.0,https://eikaiwa.dmm.com/uknow/questions/54386/,14,False
33947,aligned,一致,2,560.0,https://eikaiwa.dmm.com/uknow/questions/57488/,14,False
35828,exempt,免除,2,471.0,https://eikaiwa.dmm.com/uknow/questions/64370/,14,False
21690,outdoors,屋外に,5,1479.0,https://eikaiwa.dmm.com/uknow/questions/39832/,14,False
8872,braille,点字,39,5466.0,https://eikaiwa.dmm.com/uknow/questions/8488/,14,False
1403,burdock,ごぼう,73,27136.0,https://eikaiwa.dmm.com/uknow/questions/36365/,14,False
2423,bossy,生意気,62,18463.0,https://eikaiwa.dmm.com/uknow/questions/518/,14,False
36474,durability,耐久性,5,442.0,https://eikaiwa.dmm.com/uknow/questions/61420/,14,False
10514,greenie,若葉,12,4451.0,https://eikaiwa.dmm.com/uknow/questions/7061/,14,False
12483,forgetful,忘れっぽい,19,3542.0,https://eikaiwa.dmm.com/uknow/questions/42274/,14,False
13622,tenacity,執念,10,3138.0,https://eikaiwa.dmm.com/uknow/questions/18752/,14,False
32741,censor,などで使用される自主規制音の「ピー」,6,621.0,https://eikaiwa.dmm.com/uknow/questions/51028/,14,False
36228,crunchy,「ケーキを食べたら、シャリシャリしていた」,2,453.0,https://eikaiwa.dmm.com/uknow/questions/54593/,14,False
9990,pseudonym,ペンネーム,34,4724.0,https://eikaiwa.dmm.com/uknow/questions/20069/,14,False
29842,pancreas,膵臓,3,780.0,https://eikaiwa.dmm.com/uknow/questions/51958/,14,False
12563,gums,歯茎,22,3518.0,https://eikaiwa.dmm.com/uknow/questions/44953/,14,False
3142,dragonfly,とんぼ,43,15018.0,https://eikaiwa.dmm.com/uknow/questions/10660/,13,False
3472,sunscreen,日焼け止めクリーム,26,13873.0,https://eikaiwa.dmm.com/uknow/questions/24124/,13,False
25819,nevermind,もう言わないよ,7,1065.0,https://eikaiwa.dmm.com/uknow/questions/53892/,13,False
930,rectangle,長方形,147,35134.0,https://eikaiwa.dmm.com/uknow/questions/5502/,13,False
11349,denominator,分母,6,4028.0,https://eikaiwa.dmm.com/uknow/questions/42107/,13,False
20524,broaden,広がる,3,1630.0,https://eikaiwa.dmm.com/uknow/questions/53141/,13,False
18559,ridicule,嘲笑する,5,1939.0,https://eikaiwa.dmm.com/uknow/questions/32863/,13,False
22413,koshien,甲子園,0,1398.0,https://eikaiwa.dmm.com/uknow/questions/47334/,13,False
31384,inescapable,「致し方ない」,2,694.0,https://eikaiwa.dmm.com/uknow/questions/55526/,13,False
3954,snowman,雪だるま,70,12459.0,https://eikaiwa.dmm.com/uknow/questions/2924/,13,False
2749,wallpaper,待ち受け画面,37,16772.0,https://eikaiwa.dmm.com/uknow/questions/29728/,13,False
17756,foresight,先見性が有る,5,2077.0,https://eikaiwa.dmm.com/uknow/questions/32961/,13,False
19409,tout,キャッチ,3,1791.0,https://eikaiwa.dmm.com/uknow/questions/33857/,13,False
23099,cypress,ひのき檜,3,1328.0,https://eikaiwa.dmm.com/uknow/questions/54096/,13,False
9740,reptiles,爬虫類,12,4880.0,https://eikaiwa.dmm.com/uknow/questions/30347/,13,False
35379,quail,うずら,1,493.0,https://eikaiwa.dmm.com/uknow/questions/59036/,13,False
3112,wisteria,藤,35,15146.0,https://eikaiwa.dmm.com/uknow/questions/37957/,13,False
1294,talkative,おしゃべりな人,45,28372.0,https://eikaiwa.dmm.com/uknow/questions/7526/,13,False
5212,sparkly,キラキラ,11,9585.0,https://eikaiwa.dmm.com/uknow/questions/42714/,13,False
16501,sender,送り主,4,2347.0,https://eikaiwa.dmm.com/uknow/questions/18732/,13,False
36257,guarantor,保証人,2,452.0,https://eikaiwa.dmm.com/uknow/questions/62153/,13,False
24882,parsley,パセリ,2,1149.0,https://eikaiwa.dmm.com/uknow/questions/38211/,13,False
21798,sandals,サンダル,1,1467.0,https://eikaiwa.dmm.com/uknow/questions/53268/,13,False
1375,persevere,意志を貫く,45,27414.0,https://eikaiwa.dmm.com/uknow/questions/3100/,13,False
31330,juncture,分岐,2,697.0,https://eikaiwa.dmm.com/uknow/questions/57556/,13,False
21035,stoked,嬉しすぎて鼻血がでそう,6,1562.0,https://eikaiwa.dmm.com/uknow/questions/32364/,12,False
16962,gecko,やもり,7,2241.0,https://eikaiwa.dmm.com/uknow/questions/54389/,12,False
15245,herring,ニシン,4,2662.0,https://eikaiwa.dmm.com/uknow/questions/38443/,12,False
4398,littleknown,知名度が低い,36,11292.0,https://eikaiwa.dmm.com/uknow/questions/9973/,12,False
25166,graft,汚職する,6,1123.0,https://eikaiwa.dmm.com/uknow/questions/44199/,12,False
8501,yam,山芋,9,5745.0,https://eikaiwa.dmm.com/uknow/questions/47545/,12,False
9040,motif,モチーフ,6,5347.0,https://eikaiwa.dmm.com/uknow/questions/23592/,12,False
10505,catalogue,カタログ,6,4455.0,https://eikaiwa.dmm.com/uknow/questions/34860/,12,False
10768,hydration,水分補給,8,4308.0,https://eikaiwa.dmm.com/uknow/questions/47298/,12,False
21265,inflammation,炎症,0,1536.0,https://eikaiwa.dmm.com/uknow/questions/54488/,12,False
18445,sauna,サウナ,1,1957.0,https://eikaiwa.dmm.com/uknow/questions/60208/,12,False
36949,binder,つなぎ,0,421.0,https://eikaiwa.dmm.com/uknow/questions/61056/,12,False
30850,photosynthesis,光合成,0,723.0,https://eikaiwa.dmm.com/uknow/questions/61352/,12,False
20404,handyman,便利屋,5,1646.0,https://eikaiwa.dmm.com/uknow/questions/60707/,12,False
8068,patronizing,恩着せがましい,33,6105.0,https://eikaiwa.dmm.com/uknow/questions/6796/,12,False
194,quadruple,シングル、ダブル、トリプルの次,198,82012.0,https://eikaiwa.dmm.com/uknow/questions/29687/,12,False
13233,drinker,「酔っ払ったら人格が変わる人」,8,3268.0,https://eikaiwa.dmm.com/uknow/questions/11620/,12,False
14009,outsource,委託,8,3012.0,https://eikaiwa.dmm.com/uknow/questions/47279/,12,False
5038,yawn,あくび,38,9960.0,https://eikaiwa.dmm.com/uknow/questions/40469/,12,False
11285,splinter,とげ,15,4056.0,https://eikaiwa.dmm.com/uknow/questions/14604/,12,False
9636,hotpot,火鍋,4,4943.0,https://eikaiwa.dmm.com/uknow/questions/33290/,12,False
10276,kangaroo,カンガルー,20,4568.0,https://eikaiwa.dmm.com/uknow/questions/34110/,12,False
3398,eraser,消しゴム,124,14180.0,https://eikaiwa.dmm.com/uknow/questions/37778/,12,False
32181,fats,脂質,1,652.0,https://eikaiwa.dmm.com/uknow/questions/61338/,12,False
5167,farted,おならが出ちゃったおならしたなぁ〜,34,9683.0,https://eikaiwa.dmm.com/uknow/questions/30700/,12,False
7213,amnesia,記憶喪失,23,6906.0,https://eikaiwa.dmm.com/uknow/questions/9241/,12,False
15678,oldtimer,古株,13,2550.0,https://eikaiwa.dmm.com/uknow/questions/7721/,12,False
35530,merrygoround,メリーゴーランド,3,486.0,https://eikaiwa.dmm.com/uknow/questions/63010/,12,False
4337,crosswalk,横断歩道,49,11434.0,https://eikaiwa.dmm.com/uknow/questions/46006/,12,False
12705,taiyaki,たい焼き,9,3474.0,https://eikaiwa.dmm.com/uknow/questions/38739/,12,False
375,prosciutto,生ハム,114,59447.0,https://eikaiwa.dmm.com/uknow/questions/6968/,12,False
3575,sleepover,お泊まり,15,13543.0,https://eikaiwa.dmm.com/uknow/questions/47730/,12,False
12389,eyesore,目障り、耳障り,10,3579.0,https://eikaiwa.dmm.com/uknow/questions/17710/,11,False
34007,cashier,カウンタースタッフ,1,557.0,https://eikaiwa.dmm.com/uknow/questions/43057/,11,False
35962,divergence,乖離,1,465.0,https://eikaiwa.dmm.com/uknow/questions/63580/,11,False
12731,clitoris,クリトリス,9,3463.0,https://eikaiwa.dmm.com/uknow/questions/54054/,11,False
4127,coupon,クーポン,20,12001.0,https://eikaiwa.dmm.com/uknow/questions/34476/,11,False
26292,mite,ダニ,3,1027.0,https://eikaiwa.dmm.com/uknow/questions/59160/,11,False
33560,elective,副教科,2,579.0,https://eikaiwa.dmm.com/uknow/questions/55050/,11,False
18548,recyclable,リサイクル可能,2,1941.0,https://eikaiwa.dmm.com/uknow/questions/16256/,11,False
13629,asparagus,アスパラ,3,3136.0,https://eikaiwa.dmm.com/uknow/questions/36087/,11,False
18740,torii,鳥居,4,1909.0,https://eikaiwa.dmm.com/uknow/questions/47567/,11,False
1176,tai,鯛,57,30548.0,https://eikaiwa.dmm.com/uknow/questions/32002/,11,False
20629,mouthful,一口,1,1618.0,https://eikaiwa.dmm.com/uknow/questions/38686/,11,False
35531,correlated,～が一枚嚙んでいる,2,485.0,https://eikaiwa.dmm.com/uknow/questions/17228/,11,False
20234,disneyland,ディズニーランド,15,1672.0,https://eikaiwa.dmm.com/uknow/questions/51404/,11,False
7589,eyeglasses,メガネ,26,6554.0,https://eikaiwa.dmm.com/uknow/questions/47562/,11,False
27326,template,雛形,3,948.0,https://eikaiwa.dmm.com/uknow/questions/62181/,11,False
9505,mussels,ムール貝,8,5028.0,https://eikaiwa.dmm.com/uknow/questions/38629/,10,False
8399,impostor,なりすまし,20,5829.0,https://eikaiwa.dmm.com/uknow/questions/22341/,10,False
2163,sterilization,除菌,26,19915.0,https://eikaiwa.dmm.com/uknow/questions/10652/,10,False
14621,nervously,恐るおそる ,18,2830.0,https://eikaiwa.dmm.com/uknow/questions/7218/,10,False
997,beige,肌色,48,33880.0,https://eikaiwa.dmm.com/uknow/questions/6797/,10,False
19624,insecticide,殺虫剤,3,1760.0,https://eikaiwa.dmm.com/uknow/questions/59031/,10,False
30971,transcribe,「教科書の英文を書き取りなさい」,1,716.0,https://eikaiwa.dmm.com/uknow/questions/37098/,10,False
7563,velcro,マジックテープ,12,6573.0,https://eikaiwa.dmm.com/uknow/questions/38877/,10,False
8167,warranty,保証,9,6017.0,https://eikaiwa.dmm.com/uknow/questions/34595/,10,False
3453,constipation,便秘,34,13947.0,https://eikaiwa.dmm.com/uknow/questions/38882/,10,False
24795,eyelash,まつげ,5,1158.0,https://eikaiwa.dmm.com/uknow/questions/43439/,10,False
1983,starch,片栗粉,28,21235.0,https://eikaiwa.dmm.com/uknow/questions/38548/,10,False
34076,floater,飛蚊症,4,554.0,https://eikaiwa.dmm.com/uknow/questions/53497/,10,False
22444,bagel,ベーグル,1,1394.0,https://eikaiwa.dmm.com/uknow/questions/39057/,10,False
16556,tasteless,大味な料理,5,2337.0,https://eikaiwa.dmm.com/uknow/questions/4558/,10,False
11148,flammable,「可燃性」のゴミ,9,4124.0,https://eikaiwa.dmm.com/uknow/questions/46060/,10,False
11605,bland,味気ない,14,3911.0,https://eikaiwa.dmm.com/uknow/questions/8976/,10,False
27442,katana,刀,1,940.0,https://eikaiwa.dmm.com/uknow/questions/59058/,10,False
17208,bilingual,バイリンガル,5,2185.0,https://eikaiwa.dmm.com/uknow/questions/42453/,10,False
7039,clingy,粘着質、粘着愛,31,7077.0,https://eikaiwa.dmm.com/uknow/questions/2731/,10,False
18307,wholeheartedly,誠心誠意,2,1981.0,https://eikaiwa.dmm.com/uknow/questions/38149/,10,False
14964,annex,離れ,5,2729.0,https://eikaiwa.dmm.com/uknow/questions/21114/,10,False
33851,cremation,火葬,0,565.0,https://eikaiwa.dmm.com/uknow/questions/63366/,10,False
18443,tart,タルト,7,1957.0,https://eikaiwa.dmm.com/uknow/questions/52615/,10,False
13849,allure,魅力,2,3063.0,https://eikaiwa.dmm.com/uknow/questions/32166/,10,False
16076,skyscraper,摩天楼,2,2438.0,https://eikaiwa.dmm.com/uknow/questions/16355/,10,False
600,signboard,看板,81,45792.0,https://eikaiwa.dmm.com/uknow/questions/7352/,10,False
17511,reevaluate,見直す再評価する,6,2125.0,https://eikaiwa.dmm.com/uknow/questions/46247/,10,False
34700,kiosk,来店型営業,1,525.0,https://eikaiwa.dmm.com/uknow/questions/40589/,9,False
12124,mumble,もごもご言う,6,3680.0,https://eikaiwa.dmm.com/uknow/questions/27176/,9,False
10957,suburb,郊外,8,4207.0,https://eikaiwa.dmm.com/uknow/questions/40567/,9,False
11024,stirfry,炒め物,18,4178.0,https://eikaiwa.dmm.com/uknow/questions/39651/,9,False
6921,prerequisite,前提条件,14,7209.0,https://eikaiwa.dmm.com/uknow/questions/48431/,9,False
11858,crumbly,ポロポロ崩れやすい,11,3799.0,https://eikaiwa.dmm.com/uknow/questions/12600/,9,False
11198,soybeans,大豆,18,4098.0,https://eikaiwa.dmm.com/uknow/questions/40456/,9,False
17781,optional,任意,1,2075.0,https://eikaiwa.dmm.com/uknow/questions/53072/,9,False
8120,groupie,追っかけ,21,6055.0,https://eikaiwa.dmm.com/uknow/questions/1464/,9,False
17631,preliminaries,予選,5,2099.0,https://eikaiwa.dmm.com/uknow/questions/55703/,9,False
12083,photogenic,写メ詐欺,4,3705.0,https://eikaiwa.dmm.com/uknow/questions/28350/,9,False
32586,taurus,おうし座,1,629.0,https://eikaiwa.dmm.com/uknow/questions/37767/,9,False
34804,slacker,サボリーマン,7,519.0,https://eikaiwa.dmm.com/uknow/questions/39000/,9,False
24156,shingles,帯状疱疹,7,1216.0,https://eikaiwa.dmm.com/uknow/questions/55054/,9,False
9922,groin,足の付け根,9,4764.0,https://eikaiwa.dmm.com/uknow/questions/34839/,9,False
35035,silhouette,シルエット,0,509.0,https://eikaiwa.dmm.com/uknow/questions/62512/,9,False
283,brothels,風俗,60,69694.0,https://eikaiwa.dmm.com/uknow/questions/16237/,9,False
17283,tilted,斜めってる,4,2168.0,https://eikaiwa.dmm.com/uknow/questions/41557/,9,False
24597,astrophysicist,天文学者,4,1177.0,https://eikaiwa.dmm.com/uknow/questions/38329/,9,False
36557,attendees,出席者,0,439.0,https://eikaiwa.dmm.com/uknow/questions/62333/,9,False
13401,dehydration,脱水症状,16,3212.0,https://eikaiwa.dmm.com/uknow/questions/47300/,9,False
3037,plaid,チェック柄,21,15423.0,https://eikaiwa.dmm.com/uknow/questions/38693/,9,False
13631,innocently,無邪気に,3,3135.0,https://eikaiwa.dmm.com/uknow/questions/16246/,9,False
13283,raffle,抽選,4,3250.0,https://eikaiwa.dmm.com/uknow/questions/41209/,9,False
4604,persimmon,柿,34,10825.0,https://eikaiwa.dmm.com/uknow/questions/44069/,9,False
15832,fuzz,産毛,5,2504.0,https://eikaiwa.dmm.com/uknow/questions/30342/,9,False
36621,blackboard,黒板,1,436.0,https://eikaiwa.dmm.com/uknow/questions/59931/,9,False
3079,suntan,日焼け,22,15277.0,https://eikaiwa.dmm.com/uknow/questions/35099/,9,False
34193,landmarks,目印,1,549.0,https://eikaiwa.dmm.com/uknow/questions/62085/,9,False
27172,lukewarm,生半可な気持ち,2,960.0,https://eikaiwa.dmm.com/uknow/questions/31218/,9,False
13828,distributor,製造販売元,1,3068.0,https://eikaiwa.dmm.com/uknow/questions/19953/,9,False
3366,gymnasium,体育館,58,14269.0,https://eikaiwa.dmm.com/uknow/questions/34804/,9,False
15682,iffy,微妙,15,2549.0,https://eikaiwa.dmm.com/uknow/questions/3663/,9,False
31089,acrylic,アクリル,4,710.0,https://eikaiwa.dmm.com/uknow/questions/51181/,9,False
28787,yuck,げげ汚いー,2,846.0,https://eikaiwa.dmm.com/uknow/questions/21464/,9,False
3255,introverted,性格が暗い,34,14655.0,https://eikaiwa.dmm.com/uknow/questions/5685/,9,False
5971,avalanche,雪崩なだれ,48,8432.0,https://eikaiwa.dmm.com/uknow/questions/4177/,9,False
17604,smacking,クチャラー,8,2104.0,https://eikaiwa.dmm.com/uknow/questions/30740/,8,False
842,certification,資格,34,37276.0,https://eikaiwa.dmm.com/uknow/questions/36585/,8,False
16916,gargle,イソジンのようなのど消毒用の液体薬,3,2254.0,https://eikaiwa.dmm.com/uknow/questions/37979/,8,False
20063,proactive,肉食系,4,1695.0,https://eikaiwa.dmm.com/uknow/questions/613/,8,False
10459,sprain,捻挫,8,4474.0,https://eikaiwa.dmm.com/uknow/questions/36828/,8,False
16602,celsius,摂氏,4,2327.0,https://eikaiwa.dmm.com/uknow/questions/42564/,8,False
30483,screenplay,シナリオ,1,744.0,https://eikaiwa.dmm.com/uknow/questions/52624/,8,False
18806,spoiler,ネタバレ,9,1898.0,https://eikaiwa.dmm.com/uknow/questions/38650/,8,False
23644,bitcoin,ビットコイン,6,1267.0,https://eikaiwa.dmm.com/uknow/questions/35844/,8,False
20794,bookshelf,本棚,5,1596.0,https://eikaiwa.dmm.com/uknow/questions/55433/,8,False
1778,chirp,鳥の鳴き声,48,22844.0,https://eikaiwa.dmm.com/uknow/questions/8413/,8,False
6819,toothpick,爪楊枝つまようじ,18,7338.0,https://eikaiwa.dmm.com/uknow/questions/30086/,8,False
6828,pacifist,平和主義な人,21,7323.0,https://eikaiwa.dmm.com/uknow/questions/13041/,8,False
18205,indecisive,優柔不断,0,2000.0,https://eikaiwa.dmm.com/uknow/questions/50195/,8,False
6853,enraged,激怒,27,7293.0,https://eikaiwa.dmm.com/uknow/questions/3752/,8,False
13251,vowel,母音,7,3261.0,https://eikaiwa.dmm.com/uknow/questions/54449/,8,False
36045,duckling,アヒル,6,461.0,https://eikaiwa.dmm.com/uknow/questions/52516/,8,False
10894,carp,鯉,11,4238.0,https://eikaiwa.dmm.com/uknow/questions/40823/,8,False
17709,snore,いびき,36,2085.0,https://eikaiwa.dmm.com/uknow/questions/46873/,8,False
27651,handout,プリント,6,925.0,https://eikaiwa.dmm.com/uknow/questions/60537/,8,False
11108,loincloth,ふんどし,12,4142.0,https://eikaiwa.dmm.com/uknow/questions/4162/,8,False
2758,pronunciation,発音,48,16725.0,https://eikaiwa.dmm.com/uknow/questions/34955/,8,False
21616,slaver,よだれ,2,1490.0,https://eikaiwa.dmm.com/uknow/questions/55839/,8,False
576,selfie,自撮り,103,46785.0,https://eikaiwa.dmm.com/uknow/questions/5375/,8,False
13606,envelop,「包み込む」,5,3144.0,https://eikaiwa.dmm.com/uknow/questions/40851/,8,False
18345,mousse,ムース,2,1973.0,https://eikaiwa.dmm.com/uknow/questions/42371/,8,False
20923,ayu,鮎あゆ,6,1577.0,https://eikaiwa.dmm.com/uknow/questions/55063/,8,False
10062,avocado,アボカド,7,4680.0,https://eikaiwa.dmm.com/uknow/questions/36523/,8,False
7863,pedophile,ロリコン,17,6283.0,https://eikaiwa.dmm.com/uknow/questions/18949/,8,False
8426,laidback,落ち着いていますね,17,5810.0,https://eikaiwa.dmm.com/uknow/questions/25803/,8,False
34866,misstep,階段を降りているとき空足からあしを踏んでしまった,1,516.0,https://eikaiwa.dmm.com/uknow/questions/27143/,8,False
28411,uranus,天王星,2,871.0,https://eikaiwa.dmm.com/uknow/questions/59034/,8,False
7837,falsify,改ざんする,13,6300.0,https://eikaiwa.dmm.com/uknow/questions/33983/,8,False
2253,ish,〜っぽい,48,19365.0,https://eikaiwa.dmm.com/uknow/questions/6861/,8,False
7986,ceramics,陶磁器,10,6180.0,https://eikaiwa.dmm.com/uknow/questions/35247/,8,False
17063,croissant,クロワッサン,5,2219.0,https://eikaiwa.dmm.com/uknow/questions/39165/,8,False
7615,welleducated,教養のある会話,22,6528.0,https://eikaiwa.dmm.com/uknow/questions/7287/,8,False
9739,pear,洋梨,16,4881.0,https://eikaiwa.dmm.com/uknow/questions/47272/,8,False
23323,creases,波打つ,1,1303.0,https://eikaiwa.dmm.com/uknow/questions/30063/,8,False
9360,deterioration,老朽化,14,5136.0,https://eikaiwa.dmm.com/uknow/questions/34679/,8,False
7811,pecs,胸,10,6330.0,https://eikaiwa.dmm.com/uknow/questions/33032/,8,False
34234,landmine,地雷,1,547.0,https://eikaiwa.dmm.com/uknow/questions/59400/,8,False
9157,stuckup,自尊心の高い人,14,5257.0,https://eikaiwa.dmm.com/uknow/questions/9195/,8,False
14734,matsutake,松茸,8,2800.0,https://eikaiwa.dmm.com/uknow/questions/49703/,8,False
36660,crayon,クレヨン,2,434.0,https://eikaiwa.dmm.com/uknow/questions/59806/,8,False
7962,humorous,ユーモア溢れる,11,6194.0,https://eikaiwa.dmm.com/uknow/questions/16695/,8,False
22180,trimester,二学期,3,1423.0,https://eikaiwa.dmm.com/uknow/questions/50200/,8,False
6273,emptyhanded,手ぶらで,31,8037.0,https://eikaiwa.dmm.com/uknow/questions/16754/,8,False
22485,snips,糸切りハサミ,4,1390.0,https://eikaiwa.dmm.com/uknow/questions/39152/,8,False
3867,tadpole,おたまじゃくし,68,12684.0,https://eikaiwa.dmm.com/uknow/questions/10659/,7,False
7724,dissatisfaction,不満,5,6429.0,https://eikaiwa.dmm.com/uknow/questions/43889/,7,False
23051,lcd,液晶,3,1332.0,https://eikaiwa.dmm.com/uknow/questions/38677/,7,False
15434,shortcake,ショートケーキ,19,2614.0,https://eikaiwa.dmm.com/uknow/questions/60773/,7,False
10985,castella,カステラ,10,4195.0,https://eikaiwa.dmm.com/uknow/questions/47956/,7,False
2451,narcissist,ナルシスト,23,18245.0,https://eikaiwa.dmm.com/uknow/questions/1765/,7,False
1040,navel,おへそ,169,33219.0,https://eikaiwa.dmm.com/uknow/questions/10530/,7,False
19494,liquids,液体,1,1780.0,https://eikaiwa.dmm.com/uknow/questions/40226/,7,False
33593,wellestablished,発達している,2,577.0,https://eikaiwa.dmm.com/uknow/questions/47845/,7,False
33868,braindead,びくともしない,3,563.0,https://eikaiwa.dmm.com/uknow/questions/38330/,7,False
13182,shoelaces,靴紐,3,3290.0,https://eikaiwa.dmm.com/uknow/questions/40067/,7,False
7865,parakeet,インコ,26,6283.0,https://eikaiwa.dmm.com/uknow/questions/33911/,7,False
8220,appetizers,前菜,8,5977.0,https://eikaiwa.dmm.com/uknow/questions/38479/,7,False
10227,musicals,ミュージカル,2,4590.0,https://eikaiwa.dmm.com/uknow/questions/38306/,7,False
5393,layering,重ね着,68,9264.0,https://eikaiwa.dmm.com/uknow/questions/16679/,7,False
3713,earphones,イヤホン,26,13127.0,https://eikaiwa.dmm.com/uknow/questions/47539/,7,False
22743,apparel,アパレル,2,1364.0,https://eikaiwa.dmm.com/uknow/questions/46800/,7,False
34303,oneofakind,一点物,4,544.0,https://eikaiwa.dmm.com/uknow/questions/66180/,7,False
14371,negotiable,応相談,3,2901.0,https://eikaiwa.dmm.com/uknow/questions/43082/,7,False
2332,kotatsu,こたつ,48,18958.0,https://eikaiwa.dmm.com/uknow/questions/19697/,7,False
8538,diversification,多様化,14,5722.0,https://eikaiwa.dmm.com/uknow/questions/12590/,7,False
18770,momotaro,桃太郎,7,1905.0,https://eikaiwa.dmm.com/uknow/questions/57508/,7,False
22813,tasteful,風情,3,1355.0,https://eikaiwa.dmm.com/uknow/questions/47914/,7,False
2809,intercom,インターホン,26,16501.0,https://eikaiwa.dmm.com/uknow/questions/14869/,7,False
24028,deduct,減点する,0,1230.0,https://eikaiwa.dmm.com/uknow/questions/54707/,7,False
7078,squats,スクワット,13,7034.0,https://eikaiwa.dmm.com/uknow/questions/38530/,7,False
5653,adjoining,併設,16,8870.0,https://eikaiwa.dmm.com/uknow/questions/16263/,7,False
5076,polaroid,チェキ,7,9869.0,https://eikaiwa.dmm.com/uknow/questions/31118/,7,False
15525,backfire,裏目にでる,8,2586.0,https://eikaiwa.dmm.com/uknow/questions/33743/,7,False
5072,nostril,鼻の穴,51,9877.0,https://eikaiwa.dmm.com/uknow/questions/12539/,7,False
26134,organizer,主催者,0,1040.0,https://eikaiwa.dmm.com/uknow/questions/59076/,7,False
25366,outsmart,裏の裏をかく,2,1106.0,https://eikaiwa.dmm.com/uknow/questions/41691/,7,False
